"class","layer_name_en","layer_name_ua","geometry_type","attribute_name_en","attribute_name_ua","attribute_type","attribute_len","attribute_default_value","attribute_required","domain","num_tot","num_class","num_attb","row_code","attribute_is_id","attribute_unique"
"Landuse","agro_landscape_groups","Агроландшафтні групи земель","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","area","площа, га","double",," ","True",,493,28,14,"28.14","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","guid","GUID","text",," ","True",,522,31,1,"31.1","True","True"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","class","класифікаційний код","text",10," ","True",,523,31,2,"31.2","False","True"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","katotth","КАТОТТГ","text",20," ","True",,524,31,3,"31.3","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","koatuu","КОАТУУ","text",10," ","True",,525,31,4,"31.4","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","note","примітка","text",255," ","False",,526,31,5,"31.5","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,527,31,6,"31.6","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","plan","проєктне рішення Плану реалізації","text",255," ","False",,528,31,7,"31.7","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","label","підпис об'єкта","text",256," ","False",,529,31,8,"31.8","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","precise","точність відображeння","integer",,0,"True","precise",530,31,9,"31.9","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","source","джерело даних","text",255," ","True",,531,31,10,"31.10","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","agrogr","назва агрогрупи","text",5," ","True","agrogroup_name",533,31,12,"31.12","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","agrogr_с","кодова позначка агрогрупи","text",5," ","True","agrogroup_code",534,31,13,"31.13","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","valuable","особливо цінні ґрунти","integer",,0,"True","value_type",535,31,14,"31.14","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","arable","бал бонітету ріллі","double",," ","True",,536,31,15,"31.15","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","hayfield","бал бонітету сіножатей","double",," ","True",,537,31,16,"31.16","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","pasture","бал бонітету пасовищ","double",," ","True",,538,31,17,"31.17","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","peren","бал бонітету багаторічних насаджень","double",," ","True",,539,31,18,"31.18","False","False"
"Landuse","agro_soil","Агровиробничі групи ґрунтів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","area","площа, га","double",," ","True",,540,31,19,"31.19","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","guid","GUID","text",," ","True",,4597,256,1,"256.1","True","True"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","class","класифікаційний код","text",10," ","True",,4598,256,2,"256.2","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","katotth","КАТОТТГ","text",20," ","True",,4599,256,3,"256.3","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","koatuu","КОАТУУ","text",10," ","True",,4600,256,4,"256.4","False","True"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","note","примітка","text",255," ","False",,4601,256,5,"256.5","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,4602,256,6,"256.6","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","plan","проєктне рішення Плану реалізації","text",255," ","False",,4603,256,7,"256.7","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","label","підпис об'єкта","text",256," ","False",,4604,256,8,"256.8","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","precise","точність відображeння","integer",,0,"True","precise",4605,256,9,"256.9","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","source","джерело даних","text",255," ","True",,4606,256,10,"256.10","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","name","назва","text",255," ","False",,4608,256,12,"256.12","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","change","проектна зміна статусу","integer",,0,"True","change",4609,256,13,"256.13","False","False"
"Civil_protection","ammunition_stores","Склади військового озброєння (засобів ураження)","Point,MultiPoint,3DPoint,3DMultiPoint","status","статус","integer",,1,"True","status",4610,256,14,"256.14","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","guid","GUID","text",," ","True",,4611,257,1,"257.1","True","True"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","class","класифікаційний код","text",10," ","True",,4612,257,2,"257.2","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","katotth","КАТОТТГ","text",20," ","True",,4613,257,3,"257.3","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","koatuu","КОАТУУ","text",10," ","True",,4614,257,4,"257.4","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","note","примітка","text",255," ","False",,4615,257,5,"257.5","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,4616,257,6,"257.6","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","plan","проєктне рішення Плану реалізації","text",255," ","False",,4617,257,7,"257.7","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","label","підпис об'єкта","text",256," ","False",,4618,257,8,"257.8","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","precise","точність відображeння","integer",,0,"True","precise",4619,257,9,"257.9","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","source","джерело даних","text",255," ","True",,4620,257,10,"257.10","False","True"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","radius","радіус ураження, км","double",," ","True",,4622,257,12,"257.12","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","change","проектна зміна статусу","integer",,0,"True","change",4623,257,13,"257.13","False","False"
"Civil_protection","ammunition_stores_impact_zones","Зона можливого ураження у випадку надзвичайної ситуаціїнa складах боєприпасів","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","status","статус","integer",,1,"True","status",4624,257,14,"257.14","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","guid","GUID","text",," ","True",,2446,126,1,"126.1","True","True"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","class","класифікаційний код","text",10," ","True",,2447,126,2,"126.2","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","katotth","КАТОТТГ","text",20," ","True",,2448,126,3,"126.3","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","koatuu","КОАТУУ","text",10," ","True",,2449,126,4,"126.4","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","note","примітка","text",255," ","False",,2450,126,5,"126.5","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,2451,126,6,"126.6","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","plan","проєктне рішення Плану реалізації","text",255," ","False",,2452,126,7,"126.7","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","label","підпис об'єкта","text",256," ","False",,2453,126,8,"126.8","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","precise","точність відображeння","integer",,0,"True","precise",2454,126,9,"126.9","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","source","джерело даних","text",255," ","True",,2455,126,10,"126.10","False","True"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","state","статус об'єкту","integer",,0,"True","state",2457,126,12,"126.12","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","change","проектна зміна статусу","integer",,0,"True","change",2458,126,13,"126.13","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","type","тип захоронення","integer",,0,"True","animal_burial_ground_type",2459,126,14,"126.14","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","name","назва","text",255," ","False",,2460,126,15,"126.15","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","year","рік останнього захоронення","text",10," ","False",,2461,126,16,"126.16","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","infect","інфекційність","integer",," ","True","ground_infection",2462,126,17,"126.17","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","z_kind","характер встановлення зони","integer",," ","True","z_kind",2463,126,18,"126.18","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","szz_in","розмір санітарно-захисної зони існуючий, м","double",," ","False",,2464,126,19,"126.19","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","szz_pr","розмір санітарно-захисної зонинa короткостроковий період, м","double",," ","False",,2465,126,20,"126.20","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","szz_pro","розмір санітарно-захисної зонинa середньостроковий період, м","double",," ","False",,2466,126,21,"126.21","False","False"
"Inf_community_facilities","animal_burial_grounds","Місця захоронення трупів тварин","Point,MultiPoint,3DPoint,3DMultiPoint","szz_ext","розмір санітарно-захисної зонинa довгостроковий період, м","double",," ","False",,2467,126,22,"126.22","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","guid","GUID","text",," ","True",,2515,129,1,"129.1","True","True"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","class","класифікаційний код","text",10," ","True",,2516,129,2,"129.2","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","katotth","КАТОТТГ","text",20," ","True",,2517,129,3,"129.3","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","koatuu","КОАТУУ","text",10," ","True",,2518,129,4,"129.4","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","note","примітка","text",255," ","False",,2519,129,5,"129.5","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,2520,129,6,"129.6","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","plan","проєктне рішення Плану реалізації","text",255," ","False",,2521,129,7,"129.7","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","label","підпис об'єкта","text",256," ","False",,2522,129,8,"129.8","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","precise","точність відображeння","integer",,0,"True","precise",2523,129,9,"129.9","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","source","джерело даних","text",255," ","True",,2524,129,10,"129.10","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","state","статус об'єкту","integer",,0,"True","state",2526,129,12,"129.12","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","change","проектна зміна статусу","integer",,0,"True","change",2527,129,13,"129.13","False","True"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","name","назва","text",255," ","False",,2528,129,14,"129.14","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","cap_in","місткість існуюча, тварин","integer",," ","False",,2529,129,15,"129.15","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","cap_pr","місткістьнa короткостроковий період, тварин","integer",," ","False",,2530,129,16,"129.16","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","cap_pro","місткістьнa середньостроковий період, тварин","integer",," ","False",,2531,129,17,"129.17","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","cap_ext","місткістьнa довгостроковий період, тварин","integer",," ","False",,2532,129,18,"129.18","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","sang_in","санітарний (інший) відступ існуючий, м","double",," ","False",,2533,129,19,"129.19","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","sang_pr","санітарний (інший) відступнa короткостроковий період, м","double",," ","False",,2534,129,20,"129.20","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","sang_pro","санітарний (інший) відступнa середньостроковий період, м","double",," ","False",,2535,129,21,"129.21","False","False"
"Inf_community_facilities","animal_shelters","Притулки для тварин","Point,MultiPoint,3DPoint,3DMultiPoint","sang_ext","санітарний (інший) відступнa довгостроковий період, м","double",," ","False",,2536,129,22,"129.22","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","guid","GUID","text",," ","True",,1014,61,1,"61.1","True","True"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","class","класифікаційний код","text",10," ","True",,1015,61,2,"61.2","False","True"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","katotth","КАТОТТГ","text",20," ","True",,1016,61,3,"61.3","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","koatuu","КОАТУУ","text",10," ","True",,1017,61,4,"61.4","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","note","примітка","text",255," ","False",,1018,61,5,"61.5","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,1019,61,6,"61.6","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","plan","проєктне рішення Плану реалізації","text",255," ","False",,1020,61,7,"61.7","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","label","підпис об'єкта","text",256," ","False",,1021,61,8,"61.8","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","precise","точність відображeння","integer",,0,"True","precise",1022,61,9,"61.9","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","source","джерело даних","text",255," ","True",,1023,61,10,"61.10","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","act","підстава виникнення обмеження","text",255," ","True",,1025,61,12,"61.12","False","False"
"Restrictions","archeolog_protect_ter","Охоронювані археологічні території","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","res_code","код обмеження","text",10," ","True","restr_code",1026,61,13,"61.13","False","False"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","guid","GUID","text",," ","True",,610,36,1,"36.1","True","True"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","class","класифікаційний код","text",10," ","True",,611,36,2,"36.2","False","True"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","katotth","КАТОТТГ","text",20," ","True",,612,36,3,"36.3","False","False"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","koatuu","КОАТУУ","text",10," ","True",,613,36,4,"36.4","False","False"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","note","примітка","text",255," ","False",,614,36,5,"36.5","False","False"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","strategy","підрозділ Стратегії просторового розвитку території","text",255," ","False",,615,36,6,"36.6","False","False"
"Restrictions","areas_in_blue_lines","Території в блакитних лініях","Polygon, MultiPolygon, 3DPolygon, 3DMultiPolygon","plan","проєктне рішення Плану реалізації","text",255," ","False",,616,36,7,"36.7","False","False"
